customer_id,plan_type,industry_vertical,region,acquisition_channel,contract_type,tenure_months,monthly_revenue,annual_revenue,support_tickets_last_90d,nps_score,login_frequency_per_month,cac_inr,signup_date,churn_date,churned,arr_loss_inr
RIQ-02949,Pro,Edtech,Chennai,Social Media,Monthly,12,2430.0,29160.0,0.0,76.0,12,12300.0,2023-08-19,,0,0.0
RIQ-02950,Basic,E-commerce,Bengaluru,Paid Search,Monthly,4,610.0,7320.0,3.0,58.0,9,4600.0,2023-07-01,2023-11-13,1,7320.0
RIQ-02951,Basic,E-commerce,Mumbai,Organic Search,Monthly,14,820.0,9840.0,2.0,30.0,11,3600.0,2022-05-19,2023-06-29,1,9840.0
RIQ-02952,Pro,Edtech,Bengaluru,Social Media,Annual,17,1630.0,19560.0,1.0,62.0,13,11500.0,2022-02-21,,0,0.0
RIQ-02953,Enterprise,E-commerce,Delhi,Social Media,Annual,8,6210.0,74520.0,0.0,46.0,19,23700.0,2023-07-20,,0,0.0
RIQ-02954,Basic,E-commerce,Mumbai,Email Campaign,Monthly,11,630.0,7560.0,0.0,57.0,2,2400.0,2023-07-17,,0,0.0
RIQ-02955,Basic,E-commerce,Pune,Paid Search,Annual,3,920.0,11040.0,2.0,38.0,5,4400.0,2022-07-30,2022-10-17,1,11040.0
RIQ-02956,Basic,Fintech,Hyderabad,Email Campaign,Monthly,4,760.0,9120.0,2.0,47.0,10,3300.0,2023-10-02,,0,0.0
RIQ-02957,Pro,E-commerce,Pune,Paid Search,Monthly,12,1580.0,18960.0,0.0,80.0,9,12100.0,2022-11-26,,0,0.0
RIQ-02958,Pro,Edtech,Bengaluru,Email Campaign,Monthly,21,1840.0,22080.0,1.0,36.0,6,13000.0,2022-02-03,,0,0.0
RIQ-02959,Basic,Healthcare,Pune,Paid Search,Monthly,1,840.0,10080.0,3.0,60.0,2,3000.0,2022-02-01,2022-02-18,1,10080.0
RIQ-02960,Basic,Fintech,Bengaluru,Direct,Monthly,1,790.0,9480.0,1.0,49.0,9,2600.0,2022-03-26,2022-05-02,1,9480.0
RIQ-02961,Basic,Edtech,Delhi,Email Campaign,Monthly,1,890.0,10680.0,4.0,26.0,7,3100.0,2023-07-06,2023-08-10,1,10680.0
RIQ-02962,Pro,E-commerce,Mumbai,Social Media,Annual,4,2100.0,25200.0,1.0,64.0,9,8800.0,2022-06-03,,0,0.0
RIQ-02963,Pro,E-commerce,Pune,Paid Search,Monthly,31,2290.0,27480.0,1.0,70.0,7,12800.0,2023-06-01,,0,0.0
RIQ-02964,Basic,Edtech,Delhi,Organic Search,Annual,10,540.0,6480.0,2.0,41.0,8,4000.0,2022-06-01,2023-04-01,1,6480.0
RIQ-02965,Pro,Fintech,Delhi,Organic Search,Annual,15,2020.0,24240.0,0.0,100.0,14,13400.0,2022-03-20,,0,0.0
RIQ-02966,Basic,Edtech,Delhi,Referral,Monthly,22,810.0,9720.0,7.0,55.0,11,2900.0,2022-02-13,,0,0.0
RIQ-02967,Basic,Healthcare,Pune,Direct,Annual,2,730.0,8760.0,2.0,85.0,3,3800.0,2022-02-15,,0,0.0
RIQ-02968,Enterprise,E-commerce,Delhi,Social Media,Monthly,11,6230.0,74760.0,2.0,71.0,28,49000.0,2022-12-20,,0,0.0
RIQ-02969,Pro,Healthcare,Mumbai,Social Media,Annual,2,1770.0,21240.0,0.0,37.0,16,11100.0,2022-06-03,,0,0.0
RIQ-02970,Basic,Edtech,Mumbai,Email Campaign,Annual,1,570.0,6840.0,0.0,50.0,6,2700.0,2022-10-03,2022-11-03,1,6840.0
RIQ-02971,Basic,Fintech,Pune,Paid Search,Monthly,5,680.0,8160.0,0.0,49.0,1,3700.0,2022-06-24,2022-12-01,1,8160.0
RIQ-02972,Basic,Edtech,Mumbai,Social Media,Monthly,22,520.0,6240.0,0.0,64.0,7,3200.0,2023-04-27,2025-02-01,1,6240.0
RIQ-02973,Basic,Fintech,Bengaluru,Paid Search,Monthly,15,810.0,9720.0,3.0,31.0,7,3100.0,2023-04-17,2024-07-14,1,9720.0
RIQ-02974,Pro,E-commerce,Hyderabad,Organic Search,Annual,3,2280.0,27360.0,0.0,64.0,9,6600.0,2023-06-23,,0,0.0
RIQ-02975,Basic,E-commerce,Mumbai,Paid Search,Monthly,11,520.0,6240.0,0.0,61.0,4,3200.0,2022-05-06,2023-04-13,1,6240.0
RIQ-02976,Basic,E-commerce,Chennai,Email Campaign,Monthly,7,780.0,9360.0,2.0,43.0,12,4200.0,2023-06-26,,0,0.0
RIQ-02977,Basic,Edtech,Chennai,Direct,Annual,40,980.0,11760.0,2.0,54.0,1,2500.0,2023-10-22,,0,0.0
RIQ-02978,Basic,Edtech,Pune,Social Media,Annual,14,960.0,11520.0,3.0,22.0,11,2600.0,2023-06-13,,0,0.0
RIQ-02979,Basic,Healthcare,Hyderabad,Email Campaign,Annual,1,820.0,9840.0,1.0,29.0,3,2700.0,2023-02-14,2023-03-09,1,9840.0
RIQ-02980,Enterprise,Fintech,Mumbai,Social Media,Annual,60,7000.0,84000.0,1.0,77.0,29,42900.0,2023-11-26,,0,0.0
RIQ-02981,Enterprise,Healthcare,Bengaluru,Paid Search,Monthly,4,8350.0,100200.0,0.0,40.0,22,29700.0,2022-11-11,,0,0.0
RIQ-02982,Pro,Healthcare,Bengaluru,Referral,Annual,8,1920.0,23040.0,1.0,52.0,20,12500.0,2022-05-14,,0,0.0
RIQ-02983,Pro,Fintech,Pune,Organic Search,Monthly,12,1710.0,20520.0,1.0,76.0,7,8300.0,2022-11-14,,0,0.0
RIQ-02984,basic,Fintech,Bengaluru,Social Media,Annual,4,520.0,6240.0,1.0,15.0,5,2900.0,2023-02-04,,0,0.0
RIQ-02985,Basic,E-commerce,Mumbai,Social Media,Monthly,2,680.0,8160.0,0.0,51.0,5,2900.0,2023-01-18,2023-03-28,1,8160.0
RIQ-02986,Basic,E-commerce,Mumbai,Direct,Annual,3,890.0,10680.0,2.0,51.0,1,3000.0,2023-11-23,2024-02-17,1,10680.0
RIQ-02987,Pro,Edtech,Pune,Paid Search,Annual,3,2460.0,29520.0,1.0,66.0,16,9400.0,2022-01-24,2022-04-30,1,29520.0
RIQ-02988,Pro,Fintech,Hyderabad,Paid Search,Annual,47,1780.0,21360.0,0.0,52.0,20,14600.0,2022-10-25,,0,0.0
RIQ-02989,Basic,Fintech,Mumbai,Direct,Annual,15,960.0,11520.0,2.0,57.0,6,4300.0,2022-01-24,,0,0.0
RIQ-02990,Basic,E-commerce,Bengaluru,Social Media,Monthly,1,780.0,9360.0,3.0,34.0,8,2500.0,2023-05-28,2023-06-28,1,9360.0
RIQ-02991,Basic,Edtech,Delhi,Social Media,Annual,6,990.0,11880.0,4.0,49.0,1,4500.0,2023-04-22,2023-10-23,1,11880.0
RIQ-02992,Basic,Edtech,Mumbai,Paid Search,Annual,33,520.0,6240.0,2.0,56.0,1,2200.0,2023-10-17,,0,0.0
RIQ-02993,Pro,Edtech,Bengaluru,Referral,Annual,27,2420.0,29040.0,4.0,52.0,7,13400.0,2022-08-02,,0,0.0
RIQ-02994,Pro,E-commerce,Mumbai,Email Campaign,Annual,1,2030.0,24360.0,0.0,84.0,11,12400.0,2023-08-25,,0,0.0
RIQ-02995,Basic,Healthcare,Delhi,Paid Search,Monthly,6,610.0,7320.0,0.0,16.0,1,2300.0,2022-05-25,2022-12-01,1,7320.0
RIQ-02996,Basic,Healthcare,Pune,Organic Search,Annual,6,760.0,9120.0,4.0,63.0,5,3600.0,2022-05-07,,0,0.0
RIQ-02997,Pro,E-commerce,Chennai,Direct,Monthly,3,2090.0,25080.0,0.0,90.0,14,8000.0,2023-10-09,2024-01-13,1,25080.0
RIQ-02998,Basic,Edtech,Delhi,Referral,Annual,18,660.0,7920.0,4.0,17.0,2,2100.0,2022-08-20,,0,0.0
RIQ-02999,Pro,Healthcare,Pune,Direct,Monthly,5,1580.0,18960.0,2.0,78.0,9,11500.0,2022-03-27,,0,0.0
RIQ-03000,Pro,E-commerce,Mumbai,Referral,Annual,13,2260.0,27120.0,2.0,67.0,7,6900.0,2022-12-02,,0,0.0
RIQ-03001,Basic,E-commerce,Delhi,Direct,Monthly,5,930.0,11160.0,1.0,47.0,4,4600.0,2023-07-20,2023-12-25,1,11160.0
RIQ-03002,Basic,Edtech,Pune,Organic Search,Annual,18,590.0,7080.0,0.0,43.0,1,5000.0,2022-01-28,,0,0.0
RIQ-03003,Pro,Fintech,Mumbai,Paid Search,Monthly,43,2280.0,27360.0,0.0,57.0,10,13500.0,2022-04-25,,0,0.0
RIQ-03004,Basic,Fintech,Hyderabad,Referral,Monthly,21,510.0,6120.0,1.0,23.0,3,3400.0,2023-01-22,2024-10-08,1,6120.0
RIQ-03005,Pro,Healthcare,Mumbai,Email Campaign,Monthly,28,1780.0,21360.0,1.0,61.0,15,12500.0,2023-09-03,,0,0.0
RIQ-03006,Enterprise,E-commerce,Mumbai,Social Media,Annual,14,5010.0,60120.0,0.0,49.0,27,51700.0,2023-09-28,2024-11-27,1,60120.0
RIQ-03007,Pro,E-commerce,Mumbai,Referral,Monthly,7,1630.0,19560.0,0.0,36.0,15,11400.0,2022-03-01,,0,0.0
RIQ-03008,Pro,Fintech,Bengaluru,Social Media,Monthly,25,2370.0,28440.0,0.0,69.0,10,8600.0,2023-10-17,,0,0.0
RIQ-03009,Basic,Edtech,Pune,Social Media,Annual,8,610.0,7320.0,0.0,48.0,5,3600.0,2023-02-11,,0,0.0
RIQ-03010,Pro,Fintech,Delhi,Organic Search,Monthly,17,1640.0,19680.0,0.0,83.0,12,13300.0,2023-02-22,,0,0.0
RIQ-03011,Basic,Fintech,Delhi,Social Media,Monthly,3,610.0,7320.0,3.0,60.0,10,2400.0,2023-09-09,2023-12-09,1,7320.0
RIQ-03012,Basic,Fintech,Bengaluru,Organic Search,Annual,1,670.0,8040.0,1.0,72.0,2,2300.0,2022-03-20,,0,0.0
RIQ-03013,Basic,E-commerce,Delhi,Paid Search,Monthly,4,930.0,11160.0,0.0,51.0,5,3600.0,2022-10-29,2023-02-15,1,11160.0
RIQ-03014,Basic,Healthcare,Mumbai,Referral,Annual,17,910.0,10920.0,0.0,25.0,13,2100.0,2023-10-08,,0,0.0
RIQ-03015,Pro,Fintech,Mumbai,Paid Search,Monthly,2,2430.0,29160.0,0.0,61.0,12,13100.0,2023-03-15,,0,0.0
RIQ-03016,Pro,Fintech,Bengaluru,Paid Search,Annual,11,2190.0,26280.0,2.0,80.0,17,9800.0,2022-04-30,,0,0.0
RIQ-03017,Basic,Edtech,Bengaluru,Social Media,Monthly,1,970.0,11640.0,1.0,30.0,2,5000.0,2022-07-17,2022-08-28,1,11640.0
RIQ-03018,Pro,Healthcare,Delhi,Paid Search,Annual,30,1890.0,22680.0,1.0,45.0,19,13800.0,2023-09-15,,0,0.0
RIQ-03019,Basic,Healthcare,Delhi,Social Media,Monthly,5,580.0,6960.0,1.0,68.0,8,3000.0,2023-04-12,2023-08-27,1,6960.0
RIQ-03020,Basic,Fintech,Pune,Social Media,Annual,7,590.0,7080.0,1.0,67.0,1,2800.0,2022-08-12,,0,0.0
RIQ-03021,Basic,Fintech,Mumbai,Paid Search,Monthly,2,710.0,8520.0,2.0,19.0,1,2600.0,2023-07-18,,0,0.0
RIQ-03022,Basic,Healthcare,Delhi,Paid Search,Monthly,2,920.0,11040.0,1.0,43.0,7,3700.0,2023-03-11,2023-05-19,1,11040.0
RIQ-03023,Basic,E-commerce,Pune,Social Media,Annual,6,990.0,11880.0,1.0,46.0,1,4200.0,2022-09-28,2023-03-21,1,11880.0
RIQ-03024,Pro,E-commerce,Mumbai,Organic Search,Monthly,24,2400.0,28800.0,1.0,69.0,16,14900.0,2022-01-06,,0,0.0
RIQ-03025,Pro,E-commerce,Bengaluru,Paid Search,Monthly,5,1840.0,22080.0,3.0,45.0,17,12000.0,2022-09-01,,0,0.0
RIQ-03026,Basic,E-commerce,Bengaluru,Organic Search,Monthly,18,950.0,11400.0,3.0,47.0,6,3200.0,2022-05-20,,0,0.0
RIQ-03027,Basic,Edtech,Delhi,Direct,Monthly,3,810.0,9720.0,4.0,11.0,3,2300.0,2022-05-08,2022-07-23,1,9720.0
RIQ-03028,Enterprise,Edtech,Hyderabad,Organic Search,Annual,49,5090.0,61080.0,2.0,64.0,17,43200.0,2022-02-18,,0,0.0
RIQ-03029,Pro,E-commerce,Bengaluru,Direct,Annual,2,1560.0,18720.0,0.0,44.0,18,7600.0,2022-10-24,,0,0.0
RIQ-03030,Enterprise,Healthcare,Hyderabad,Paid Search,Monthly,9,9980.0,119760.0,3.0,69.0,19,50200.0,2022-09-19,,0,0.0
RIQ-03031,Pro,E-commerce,Hyderabad,Email Campaign,Annual,20,2210.0,26520.0,1.0,58.0,17,9800.0,2023-10-01,,0,0.0
RIQ-03032,Pro,Healthcare,Hyderabad,Organic Search,Annual,4,2310.0,27720.0,0.0,53.0,14,11000.0,2023-11-04,,0,0.0
RIQ-03033,Pro,Healthcare,Delhi,Social Media,Annual,7,2100.0,25200.0,1.0,79.0,16,14800.0,2023-11-24,,0,0.0
RIQ-03034,Basic,E-commerce,Chennai,Email Campaign,Monthly,1,940.0,11280.0,1.0,30.0,9,3600.0,2022-10-30,2022-11-18,1,11280.0
RIQ-03035,Basic,Fintech,Delhi,Organic Search,Annual,9,970.0,11640.0,1.0,49.0,1,3000.0,2022-09-12,2023-05-29,1,11640.0
RIQ-03036,Pro,E-commerce,Delhi,Referral,Monthly,18,2000.0,24000.0,0.0,56.0,12,13100.0,2022-11-14,,0,0.0
RIQ-03037,Basic,Edtech,Mumbai,Social Media,Monthly,2,980.0,11760.0,1.0,59.0,9,2600.0,2022-07-14,2022-08-31,1,11760.0
RIQ-03038,Basic,Edtech,Pune,Direct,Monthly,9,650.0,7800.0,2.0,20.0,8,4900.0,2022-05-25,2023-02-28,1,7800.0
RIQ-03039,Basic,Fintech,Pune,Email Campaign,Annual,40,970.0,11640.0,0.0,100.0,1,3900.0,2023-02-22,,0,0.0
RIQ-03040,Basic,Edtech,Chennai,Email Campaign,Monthly,5,580.0,6960.0,1.0,65.0,2,3400.0,2023-10-18,2024-03-04,1,6960.0
RIQ-03041,Pro,Fintech,Chennai,Organic Search,Monthly,8,2140.0,25680.0,0.0,55.0,16,11100.0,2022-06-28,2023-03-03,1,25680.0
RIQ-03042,Pro,E-commerce,Mumbai,Social Media,Monthly,8,1730.0,20760.0,0.0,57.0,17,12000.0,2023-09-14,,0,0.0
RIQ-03043,Pro,Fintech,Pune,Paid Search,Monthly,19,1860.0,22320.0,0.0,100.0,14,7200.0,2022-09-07,2024-04-12,1,22320.0
RIQ-03044,Basic,Edtech,Pune,Social Media,Monthly,12,880.0,10560.0,1.0,31.0,1,2000.0,2022-10-19,2023-10-25,1,10560.0
RIQ-03045,Basic,Edtech,Mumbai,Organic Search,Monthly,1,830.0,9960.0,2.0,64.0,15,4100.0,2022-05-26,2022-07-08,1,9960.0
RIQ-03046,Pro,E-commerce,Hyderabad,Organic Search,Monthly,23,2050.0,24600.0,2.0,35.0,11,12900.0,2022-05-31,,0,0.0
RIQ-03047,Basic,E-commerce,Hyderabad,Referral,Monthly,1,570.0,6840.0,2.0,73.0,3,2300.0,2023-11-08,2023-12-01,1,6840.0
RIQ-03048,Basic,Fintech,Chennai,Email Campaign,Monthly,27,670.0,8040.0,4.0,35.0,8,2200.0,2023-10-08,,0,0.0
RIQ-03049,Basic,E-commerce,Chennai,Referral,Monthly,19,740.0,8880.0,2.0,46.0,1,2300.0,2023-03-13,,0,0.0
RIQ-03050,Basic,E-commerce,Bengaluru,Organic Search,Annual,17,880.0,10560.0,0.0,30.0,5,2900.0,2023-06-26,,0,0.0
RIQ-03051,Basic,Edtech,Chennai,Direct,Monthly,3,560.0,6720.0,1.0,44.0,1,2800.0,2022-07-16,2022-10-23,1,6720.0
RIQ-03052,Enterprise,E-commerce,Delhi,Social Media,Annual,24,8980.0,107760.0,3.0,63.0,24,21600.0,2022-11-15,2024-11-16,1,107760.0
RIQ-03053,Pro,E-commerce,Delhi,Referral,Monthly,19,1530.0,18360.0,2.0,63.0,14,8000.0,2022-06-18,,0,0.0
RIQ-03054,Enterprise,Fintech,Delhi,Referral,Annual,12,9260.0,111120.0,2.0,51.0,24,35600.0,2023-03-21,,0,0.0
RIQ-03055,Basic,Edtech,Mumbai,Direct,Monthly,7,1000.0,12000.0,3.0,52.0,5,4500.0,2022-04-30,,0,0.0
RIQ-03056,Basic,Edtech,Pune,Email Campaign,Monthly,7,540.0,6480.0,3.0,17.0,10,2600.0,2023-11-16,,0,0.0
RIQ-03057,Basic,E-commerce,Mumbai,Paid Search,Annual,5,910.0,10920.0,0.0,84.0,11,2100.0,2022-01-27,,0,0.0
RIQ-03058,Pro,E-commerce,Mumbai,Email Campaign,Annual,17,2110.0,25320.0,0.0,77.0,10,11700.0,2022-10-13,,0,0.0
RIQ-03059,Basic,Fintech,Pune,Email Campaign,Monthly,11,870.0,10440.0,3.0,46.0,10,3400.0,2022-02-25,,0,0.0
RIQ-03060,Enterprise,Fintech,Mumbai,Social Media,Annual,60,7610.0,91320.0,0.0,86.0,32,45100.0,2023-08-20,,0,0.0
RIQ-03061,Pro,E-commerce,Delhi,Referral,Monthly,6,1550.0,18600.0,1.0,50.0,12,8500.0,2023-01-13,,0,0.0
RIQ-03062,Enterprise,E-commerce,Mumbai,Paid Search,Annual,28,7480.0,89760.0,2.0,97.0,27,22300.0,2023-03-30,,0,0.0
RIQ-03063,Pro,Edtech,Delhi,Paid Search,Annual,10,2440.0,29280.0,0.0,78.0,15,12900.0,2022-05-24,,0,0.0
RIQ-03064,Pro,Fintech,Delhi,Referral,Annual,21,1630.0,19560.0,0.0,47.0,12,11000.0,2022-05-21,,0,0.0
RIQ-03065,Basic,Edtech,Pune,Paid Search,Monthly,12,940.0,11280.0,3.0,40.0,7,3400.0,2023-10-03,2024-10-08,1,11280.0
RIQ-03066,Basic,Fintech,Mumbai,Organic Search,Monthly,12,580.0,6960.0,7.0,54.0,10,4300.0,2023-09-09,2024-08-21,1,6960.0
RIQ-03067,Pro,Healthcare,Mumbai,Organic Search,Annual,1,2020.0,24240.0,0.0,78.0,10,14700.0,2023-07-01,,0,0.0
RIQ-03068,Basic,Fintech,Mumbai,Email Campaign,Annual,12,730.0,8760.0,1.0,56.0,3,4800.0,2022-04-02,,0,0.0
RIQ-03069,Basic,E-commerce,Mumbai,Organic Search,Monthly,2,860.0,10320.0,0.0,8.0,9,3000.0,2022-06-25,2022-08-15,1,10320.0
RIQ-03070,Pro,Fintech,Delhi,Email Campaign,Monthly,40,2040.0,24480.0,0.0,71.0,12,7800.0,2022-03-23,,0,0.0
RIQ-03071,Basic,E-commerce,Chennai,Paid Search,Monthly,2,950.0,11400.0,1.0,39.0,3,2200.0,2023-11-26,2024-01-13,1,11400.0
RIQ-03072,Enterprise,Edtech,Delhi,Paid Search,Monthly,53,6090.0,73080.0,3.0,100.0,24,46800.0,2023-03-09,,0,0.0
RIQ-03073,Pro,Edtech,Bengaluru,Social Media,Annual,23,1630.0,19560.0,0.0,50.0,23,14800.0,2023-05-23,,0,0.0
RIQ-03074,Enterprise,Edtech,Chennai,Email Campaign,Annual,25,5950.0,71400.0,0.0,98.0,19,31900.0,2023-04-04,,0,0.0
RIQ-03075,Pro,Fintech,Mumbai,Organic Search,Monthly,2,1760.0,21120.0,0.0,86.0,12,13800.0,2022-02-20,2022-04-29,1,21120.0
RIQ-03076,Basic,Healthcare,Delhi,Direct,Annual,1,570.0,6840.0,1.0,73.0,6,3500.0,2023-02-10,2023-03-06,1,6840.0
RIQ-03077,Pro,Fintech,Pune,Social Media,Annual,1,1770.0,21240.0,2.0,48.0,9,7800.0,2022-02-24,,0,0.0
RIQ-03078,Basic,Fintech,Mumbai,Organic Search,Annual,5,550.0,6600.0,1.0,39.0,2,2300.0,2023-04-27,2023-09-26,1,6600.0
RIQ-03079,Pro,E-commerce,Mumbai,Email Campaign,Annual,7,2290.0,27480.0,0.0,68.0,16,14200.0,2023-11-15,,0,0.0
RIQ-03080,Basic,Healthcare,Chennai,Paid Search,Monthly,14,920.0,11040.0,2.0,25.0,6,4600.0,2023-10-17,2024-11-27,1,11040.0
RIQ-03081,Basic,Fintech,Pune,Organic Search,Annual,18,910.0,10920.0,4.0,9.0,6,3900.0,2022-04-15,,0,0.0
RIQ-03082,Basic,E-commerce,Pune,Direct,Monthly,3,710.0,8520.0,1.0,21.0,1,3000.0,2023-08-10,2023-11-10,1,8520.0
RIQ-03083,Enterprise,Fintech,Bengaluru,Direct,Annual,26,8430.0,101160.0,3.0,58.0,31,53100.0,2023-03-25,,0,0.0
RIQ-03084,Pro,Edtech,Bengaluru,Paid Search,Monthly,5,2370.0,28440.0,1.0,64.0,8,13600.0,2023-07-07,2023-11-26,1,28440.0
RIQ-03085,Pro,Healthcare,Delhi,Paid Search,Annual,45,2180.0,26160.0,0.0,,19,9000.0,2022-11-23,,0,0.0
RIQ-03086,Basic,Edtech,Hyderabad,Direct,Annual,18,720.0,8640.0,2.0,53.0,1,3500.0,2022-01-24,,0,0.0
RIQ-03087,Pro,E-commerce,Hyderabad,Social Media,Annual,17,2140.0,25680.0,0.0,31.0,21,15000.0,2023-02-17,,0,0.0
RIQ-03088,Basic,Edtech,Hyderabad,Referral,Monthly,20,850.0,10200.0,3.0,56.0,2,4800.0,2023-02-17,2024-10-21,1,10200.0
RIQ-03089,Pro,Fintech,Pune,Paid Search,Annual,33,2280.0,27360.0,3.0,67.0,11,6100.0,2022-05-31,,0,0.0
RIQ-03090,Pro,Fintech,Bengaluru,Paid Search,Monthly,2,1880.0,22560.0,0.0,48.0,17,13600.0,2022-05-28,,0,0.0
RIQ-03091,Basic,Fintech,Chennai,Social Media,Annual,13,810.0,9720.0,4.0,48.0,6,4000.0,2022-12-02,,0,0.0
RIQ-03092,Basic,Edtech,Mumbai,Email Campaign,Monthly,3,940.0,11280.0,2.0,43.0,8,4300.0,2023-01-10,2023-03-26,1,11280.0
RIQ-03093,Enterprise,Edtech,Hyderabad,Direct,Annual,8,5520.0,66240.0,1.0,44.0,19,40900.0,2022-09-29,2023-05-24,1,66240.0
RIQ-03094,Basic,Edtech,Hyderabad,Referral,Annual,8,880.0,10560.0,2.0,50.0,1,4900.0,2022-06-28,2023-02-10,1,10560.0
RIQ-03095,Basic,Healthcare,Bengaluru,Social Media,Monthly,22,980.0,11760.0,0.0,16.0,10,2100.0,2023-09-01,2025-07-07,1,11760.0
RIQ-03096,Pro,E-commerce,Bengaluru,Direct,Monthly,26,1770.0,21240.0,0.0,60.0,9,10900.0,2023-03-17,,0,0.0
RIQ-03097,Enterprise,Edtech,Mumbai,Direct,Monthly,45,9340.0,112080.0,1.0,91.0,21,54000.0,2022-06-12,,0,0.0
RIQ-03098,Basic,Healthcare,Bengaluru,Paid Search,Monthly,1,900.0,10800.0,2.0,36.0,5,4200.0,2023-09-12,2023-10-19,1,10800.0
RIQ-03099,Basic,Edtech,Bengaluru,Social Media,Monthly,2,990.0,11880.0,1.0,50.0,13,4100.0,2023-09-05,2023-11-11,1,11880.0
RIQ-03100,Basic,Fintech,Mumbai,Referral,Annual,10,560.0,6720.0,5.0,7.0,9,3000.0,2023-09-13,,0,0.0
RIQ-03101,Basic,Fintech,Mumbai,Paid Search,Monthly,14,810.0,9720.0,5.0,66.0,6,2900.0,2023-10-25,2024-12-05,1,9720.0
RIQ-03102,Pro,Fintech,Hyderabad,Referral,Monthly,22,1960.0,23520.0,1.0,68.0,12,10000.0,2022-02-06,,0,0.0
RIQ-03103,Pro,Fintech,Chennai,Referral,Annual,1,1680.0,20160.0,1.0,49.0,5,9500.0,2023-07-12,,0,0.0
RIQ-03104,Basic,Edtech,Bengaluru,Paid Search,Annual,3,880.0,10560.0,2.0,67.0,1,2600.0,2023-11-04,,0,0.0
RIQ-03105,Pro,Edtech,Delhi,Organic Search,Monthly,16,1880.0,22560.0,1.0,48.0,9,6600.0,2022-03-21,,0,0.0
RIQ-03106,Basic,Fintech,Mumbai,Social Media,Annual,1,990.0,11880.0,1.0,21.0,1,3600.0,2023-05-22,2023-06-25,1,11880.0
RIQ-03107,Basic,Fintech,Hyderabad,Paid Search,Annual,8,810.0,9720.0,3.0,25.0,2,3500.0,2023-03-23,,0,0.0
RIQ-03108,Pro,Fintech,Hyderabad,Email Campaign,Annual,2,2330.0,27960.0,1.0,59.0,11,7800.0,2022-11-24,,0,0.0
RIQ-03109,Basic,Fintech,Bengaluru,Email Campaign,Annual,13,520.0,6240.0,6.0,56.0,4,3600.0,2023-10-21,,0,0.0
RIQ-03110,Basic,Edtech,Bengaluru,Email Campaign,Annual,18,820.0,9840.0,2.0,38.0,1,3900.0,2023-11-30,,0,0.0
RIQ-03111,Basic,Edtech,Hyderabad,Paid Search,Monthly,34,630.0,7560.0,2.0,46.0,1,4700.0,2022-01-31,2024-11-22,1,7560.0
RIQ-03112,Pro,Fintech,Chennai,Organic Search,Annual,29,1880.0,22560.0,1.0,75.0,12,10100.0,2023-09-27,,0,0.0
RIQ-03113,Enterprise,E-commerce,Bengaluru,Referral,Annual,27,8360.0,100320.0,0.0,100.0,24,51100.0,2022-06-21,,0,0.0
RIQ-03114,Basic,Healthcare,Bengaluru,Direct,Annual,1,670.0,8040.0,1.0,16.0,7,2800.0,2023-01-19,,0,0.0
RIQ-03115,Basic,E-commerce,Pune,Paid Search,Monthly,5,730.0,8760.0,1.0,57.0,1,2400.0,2023-02-08,2023-06-29,1,8760.0
RIQ-03116,Basic,Edtech,Delhi,Direct,Annual,6,590.0,7080.0,1.0,7.0,7,4900.0,2022-09-10,2023-03-14,1,7080.0
RIQ-03117,Pro,Edtech,Delhi,Direct,Annual,26,2350.0,28200.0,3.0,83.0,19,8000.0,2023-02-05,,0,0.0
RIQ-03118,Enterprise,Fintech,Hyderabad,Organic Search,Annual,60,7730.0,92760.0,1.0,66.0,16,26600.0,2023-08-10,,0,0.0
RIQ-03119,Basic,Healthcare,Pune,Referral,Annual,21,540.0,6480.0,4.0,72.0,6,4700.0,2023-11-28,,0,0.0
RIQ-03120,Basic,Fintech,Hyderabad,Social Media,Monthly,8,860.0,10320.0,3.0,27.0,8,4700.0,2023-05-10,2023-12-26,1,10320.0
RIQ-03121,Basic,Edtech,Bengaluru,Social Media,Monthly,2,790.0,9480.0,1.0,50.0,8,3800.0,2023-02-18,2023-05-04,1,9480.0
RIQ-03122,Enterprise,Fintech,Mumbai,Social Media,Annual,18,7650.0,91800.0,2.0,54.0,17,57600.0,2023-01-14,,0,0.0
RIQ-03123,Pro,Edtech,Hyderabad,Paid Search,Monthly,39,1610.0,19320.0,1.0,77.0,9,14600.0,2023-02-05,2026-04-16,1,19320.0
RIQ-03124,Basic,Fintech,Mumbai,Organic Search,Annual,6,630.0,7560.0,2.0,40.0,4,4600.0,2023-01-31,2023-08-14,1,7560.0
RIQ-03125,Pro,Edtech,Chennai,Organic Search,Monthly,29,2250.0,27000.0,1.0,51.0,7,8400.0,2023-11-28,,0,0.0
RIQ-03126,Enterprise,Edtech,Delhi,Email Campaign,Monthly,45,6530.0,78360.0,0.0,72.0,29,40500.0,2023-10-01,,0,0.0
RIQ-03127,Basic,Edtech,Delhi,Social Media,Monthly,7,790.0,9480.0,6.0,45.0,1,3400.0,2022-04-26,2022-12-06,1,9480.0
RIQ-03128,Basic,Healthcare,Delhi,Social Media,Monthly,1,760.0,9120.0,2.0,73.0,3,2700.0,2022-12-08,2023-01-10,1,9120.0
RIQ-03129,Basic,E-commerce,Bengaluru,Organic Search,Monthly,5,680.0,8160.0,2.0,52.0,1,2300.0,2023-02-08,2023-07-02,1,8160.0
